# CAMEMBERT Initial Conditions for K2-18b
# ---------------------------------------
# Pressure (in Pa), gas temperature (in K) and associated volume mixing ratios for the primary opacity sources. The profiles were generated
# using Exo-REM by Benjamin Charnay.
#
# Date Generated: 2022-06-01
#
     Pressure_Pa    Temperature_K           VMR_CO          VMR_CO2          VMR_H2O          VMR_CH4          VMR_NH3           VMR_H2           VMR_He
  3.54813389e+05   9.62608588e+02   4.45519692e-03   6.03758939e-04   5.70434252e-02   3.70765080e-02   8.35333934e-04     7.223927e-01     1.480704e-01
  4.46683592e+05   9.91515138e+02   4.51977982e-03   5.39176039e-04   5.71080081e-02   3.70765076e-02   8.35333934e-04     7.223867e-01     1.480691e-01
  5.62341325e+05   1.00774414e+03   4.55142981e-03   5.07526055e-04   5.71396581e-02   3.70765073e-02   8.35333934e-04     7.223718e-01     1.480660e-01
  7.07945784e+05   1.02007414e+03   4.57339331e-03   4.85562548e-04   5.71616216e-02   3.70765070e-02   8.35333934e-04     7.240377e-01     1.477256e-01
  8.91250938e+05   1.03082168e+03   4.42059435e-03   4.55241732e-04   5.78303039e-02   3.72596266e-02   8.35333934e-04     7.293960e-01     1.467031e-01
  1.12201845e+06   1.04041351e+03   3.68692867e-03   3.71120559e-04   5.86480908e-02   3.80774132e-02   8.35333934e-04     7.357911e-01     1.454831e-01
  1.41253754e+06   1.04871863e+03   2.96184336e-03   2.92883782e-04   5.94514129e-02   3.88807350e-02   8.35333934e-04     7.407720e-01     1.445142e-01
  1.77827941e+06   1.05587214e+03   2.29780627e-03   2.23977247e-04   6.01843565e-02   3.96136785e-02   8.35333934e-04     7.446325e-01     1.437513e-01
  2.23872114e+06   1.06236796e+03   1.74101423e-03   1.67390393e-04   6.07977354e-02   4.02270573e-02   8.35333934e-04     7.480805e-01     1.430804e-01
  2.81838293e+06   1.06899305e+03   1.31261571e-03   1.24159278e-04   6.12693650e-02   4.06986868e-02   8.35333934e-04     7.513938e-01     1.424360e-01
  3.54813389e+06   1.07655755e+03   1.00415374e-03   9.29558294e-05   6.16090305e-02   4.10383520e-02   8.35333934e-04     7.545746e-01     1.418146e-01
  4.46683592e+06   1.08572844e+03   7.91787218e-04   7.12339458e-05   6.18431189e-02   4.12724401e-02   8.35333934e-04     7.576031e-01     1.412201e-01
  5.62341325e+06   1.09688588e+03   6.48717488e-04   5.62952477e-05   6.20011273e-02   4.14304481e-02   8.35333934e-04     7.602123e-01     1.407024e-01
  7.07945784e+06   1.11038577e+03   5.56045520e-04   4.62189421e-05   6.21038756e-02   4.15331956e-02   8.35333934e-04     7.627508e-01     1.401928e-01
  8.91250938e+06   1.12654539e+03   5.00373255e-04   3.95317396e-05   6.21662350e-02   4.15955540e-02   8.35333934e-04     7.652216e-01     1.396874e-01
